project_code,year,title,director,keywords,amount,area,start_date,end_date
It13I20002,2013,Aquasat: Un Servicio Integrado Para El Manejo Sitio-Específico Del Agua De Riego,Mario Lillo Saavedra,,0.0,Energia Y Aguas,,
It13I20003,2013,Validación In-Situ Del Efecto Antimicrobiano De Polímeros Con Nanopartículas Basadas En Cobre En Ins Talaciones Hospitalarias,Humberto Palza Cordero,,0.0,Manufactura,,
It13I20006,2013,Un Atlas De Oleaje Para Chile,Jose Beyá,,0.0,Energia Y Aguas,,
It13I20008,2013,Producción Out-Door A Escala Piloto De Rotíferos Como Vector De Ingreso De Consorcios Microbianos Be Néficos Para Cultivos Acuícolas,Fernando Silva Aciares,,0.0,Pesca Y Acuicultura,,
Ca12I10248,2012,"Evaluación De Estrategias Microbiológicas, Enzimáticas Y Operacionales Para La Producción De Vino Reducido En Alcohol",Alejandra Urtubia Urbina,,0.0,Agropecuaria,,
It13I20010,2013,Gems: Gestión Experimental De La Mejora De Software,María Bastarrica Piñeyro,,0.0,Tecnología De La Información Y Comunicaciones,,
It13I20015,2013,Redes Inalámbricas De Sensores: Desarrollo De Soluciones Precompetitivas,Christian Oberli,,0.0,Tecnología De La Información Y Comunicaciones,,
Id15I10142,2015,Estimación Del Contenido De Aceite En Olivas En Base A Tecnologías No Destructivas,Marco Mora Cofre,,0.0,Agropecuaria,,
It13I20027,2013,Estrategia Para El Mejoramiento Del Clima Emocional En El Aula,Dante Castillo Guajardo,,0.0,Educacion Y Ciencias Sociales,,
It13I20031,2013,Desarrollo De Una Herramienta Para La Evaluación Económica De Niveles De Servicio Al Cliente En Reta Il,Marcelo Olivres Acuña,,0.0,Educacion Y Ciencias Sociales,,
It13I20037,2013,Desarrollo De Un Sistema Integrado Para El Pronóstico De Caudales En Cuencas De Montaña Para La Oper Ación De Centrales Hidroeléctricas,Bonifacio Fernandez Larrañaga,,0.0,Energia Y Aguas,,
It13I20042,2013,Sistema Experto Para Procesos Industriales De Biolixiviación,Cecilia Demergasso Semenzato,,0.0,Mineria,,
Ca12I10236,2012,Estimación De La Madurez Fenólica De La Uva Basada En Imágenes De La Semilla,Marco Mora Cofre,,0.0,Agropecuaria,,
Id14I10098,2014,Enzima De Origen Antartico Con Actividad Beta Galactosidasa Altamente Eficiente En Deslactosar Lech E A Baja Temperatura,Renato Chavez,,0.0,Agropecuaria,,
It13I20049,2013,"Plataforma Tecnológica Basada En Web Intelligence Que Captura Y Genera Información En Forma Ubicua Y Adaptable En Función Del Entorno, Para La Creación De Valor En El Sector Turismo",Juan Velasquez Silva,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10307,2012,Envases Termoformados Biodegradable E Inhibidores De Microorganismos Fitopatógenos Y Saprofitos.,Pedro Aqueveque Muñoz,,0.0,Agropecuaria,,
It13I20060,2013,"Máquinas Que Aprenden Para La Estimación No Invasiva Y Mínimamente Intrusiva (Nimi) De Presión Arter Ial: Ensayos Clínicos En Voluntarios Sanos, Y Ensayos Preliminares En Fase Ii.",Antonio Glaria Bengoechea,,0.0,Salud,,
Id14I10108,2014,Efecto De Factores Determinantes En La Micropropagacion De Clones Seleccionados De Maqui (Aristoteli A Chilensis) Para El Desarrollo De Un Protocolo Eficiente De Multiplicacion In Vitro,Hermine Vogel,,0.0,Agropecuaria,,
Id14I10016,2014,Sistema De Pronostico De La Energia Generada Por Un Parque Eolico,Sonia Montecinos Geisse,,0.0,Energia Y Aguas,,
Id14I10017,2014,Racconto Recomendacion Y Perfilamiento De Piezas De Museo Basados En Sensibilidad Al Contexto De Us Uario Y Ontologias Culturales,Javier Pereira Retamales,,0.0,Educacion Y Ciencias Sociales,,
Id14I10026,2014,Sistema Automatizado De Monitoreo Y Gestion De Edificaciones Que Evalua Economicamente La Implementa Cion De Medidas Y Tecnologias Para La Eficiencia Energetica,María Del Campo Hitschfeld,,0.0,Infraestructura,,
Id14I10145,2014,Deteccion De Celos De Vacas Basado En Monitoreo En Tiempo Real De Señales De Temperatura Y Movimient O Mediante Redes De Sensores Inalambricos,Carlos Muñoz Poblete,,0.0,Agropecuaria,,
Id14I10058,2014,Desarrollo De Un Programa De Fortalecimiento De Practicas Parentales Con Foco En La Prevencion E Int Ervencion Temprana En Problemas Y Trastornos De Conducta De Niños Y Niñas Preescolares,Felix Cova Solar,,0.0,Educacion Y Ciencias Sociales,,
Id14I10063,2014,Diseño E Implementacion De Un Prototipo Experimental De Micro Redes Para Comunidades Mapuche,Doris Saez Hueichapan,,0.0,Energia Y Aguas,,
It13I20009,2013,Desarrollo Y Validación De Una Vacuna Para La Inmunocastración De Bovinos,Leonardo Saenz Iturriaga,,0.0,Agropecuaria,,
Id14I10072,2014,Control Microbiologico De Las Etapas Primarias De La Formacion De Biofouling En Sustratos Marinos,Fernando Silva Aciares,,0.0,Pesca Y Acuicultura,,
Id14I10078,2014,"Medicion Del Compromiso Del Niño, Niña Y Adolescente Con Sus Estudios Para La Promocion De Trayector Ias Educativas Exitosas",Mahia Saracostti Schwartzman,,0.0,Educacion Y Ciencias Sociales,,
Id14I10081,2014,Panel Aislante Termico Sustentable A Partir De Corteza De Eucalyptus Sp.,Cecilia Fuentealba Becerra,,0.0,Infraestructura,,
Id14I10084,2014,Desarrollo De Anticuerpos Terapeuticos Humanos Para El Tratamiento Del Sindrome Cardiopulmonar Por H Antavirus (Scph),Maria Barria Carcamo,,0.0,Salud,,
Id14I10090,2014,"Desarrollo De Una Plataforma Genomica En Salmon Coho, Para La Implementacion De Programas De Mejora Miento Genetico Sustentable En Chile",Victor Martinez Moncada,,0.0,Pesca Y Acuicultura,,
Id14I10094,2014,"Evaluacion De La Eficacia Del Uso De Tecnologia De La Informacion En El Aula De Primer Ciclo Basico, Para La Promocion De La Argumentacion Oral Y El Aprendizaje En Ciencias.",Antonia Larrain Sutil,,0.0,Educacion Y Ciencias Sociales,,
Id17Al0007,2017,Desarrollo Y Validación De Una Bioformulación En Base A Bacterias Y Adyuvantes Naturales Nativos Par A El Control De Pudrición Gris (Botrytis Cinerea),Evelyn Silva Moreno,,0.0,Agropecuaria,,
It14I10011,2014,Desarrollo Y Validación De Un Alimento Funcional Cárnico Rico En Fibra Y Antioxidantes A Base De H Arina De Bagazo De Uva Para Beneficiar El Consumo De Fibra Y Antioxidantes En La Población Chilena,Attilio Rigotti Rivera,,0.0,Agropecuaria,,
Id14I10201,2014,Desarrollo Y Validacion De Tecnicas Multiplex De Qrt Pcr Para El De Diagnostico Y Tipificacion En Ti Empo Real Del Virus Del Sindrome Respiratorio Y Reproductivo Porcino Y El Virus De Influenza En Cerd Os De Produccion Intensiva,Rafael Medina Silva,,0.0,Agropecuaria,,
Id15I10180,2015,Desarrollo Y Evaluación De Una Barra De Frutas Fortificadas Con Componentes Bioactivos Utilizando Te Cnología Combinada De Impregnación A Vacío Y Secado A Temperaturas Moderadas,Jorge Moreno Cuevas,,0.0,Agropecuaria,,
Id14I10110,2014,Mejoramiento Y Desarrollo Biotecnologico De La Produccion De La Microalga Chlorofita Like Muriellop Sis Sp Para La Obtencion De Compuestos Antioxidantes En El Norte De Chile.,Carlos Riquelme Salamanca,,0.0,Pesca Y Acuicultura,,
Id14I10124,2014,Produccion De Nanotubos De Carbono A Partir De Residuos Plasticos Y Energia Solar,Edgar Mosquera Vargas,,0.0,Manufactura,,
Id14I10125,2014,Mejoramiento Del Estatus Nutricional En Larvas De Seriola Lalandi Utilizando Nuevos Enriquecedores Para Alimentos Vivos Y Microdietas Inertes: Efecto De Acidos Grasos Esenciales Sobre Indicadores Pro Ductivos Y Nivel De Deformidades Craneales Y De Columna,Herman Dantagnan Dantagnan,,0.0,Pesca Y Acuicultura,,
Id14I10127,2014,Tecnicas De Micropropagacion Y Criopreservacion Para Algas De Importancia Comercial En El Sur De Chi Le,Maria Piel Westermeyer,,0.0,Pesca Y Acuicultura,,
Ca13I10140,2013,Desarrollo Y Evaluación De Un Producto Bioestimulante En Base A Compuestos Naturales Que Potencien L A Respuesta Inmunológica De La Abeja Apis Mellifera Para El Control De Nosema Ceranae.,Ximena Araneda Duran,,0.0,Agropecuaria,,
Id14I10129,2014,Diseño De Un Metodo Para Migrar La Operacion De Las Redes Opticas Desde Su Actual Funcionamiento Es Tatico A Un Funcionamiento Dinamico,Reinaldo Vallejos Campos,,0.0,Tecnología De La Información Y Comunicaciones,,
Id14I10130,2014,"Biopurificacion De Aire De Interiores: Mejora De La Salud, Bienestar Y Productividad",Alberto Vergara Fernandez,,0.0,Energia Y Aguas,,
Id14I10139,2014,Prototipo Y Validacion De Una Plataforma Virtual De Evaluacion De Competencias Directivas De Lideraz Go Instruccional Para Contextos Escolares Basado En Metodos De Analisis De Desempeño Directivo,Paulo Volante Beach,,0.0,Educacion Y Ciencias Sociales,,
Id15I10523,2015,"Desarrollo Y Evaluación De Extractos Funcionales Con Propiedades Celulares Antioxidantes, De Osmore Gulación Y De Protección Uv, Mediante Fraccionamiento Con Procesos De Membrana De Los Residuos De La Industria Conservera De Mariscos",Ximena Romo Marty,,0.0,Agropecuaria,,
Id14I10151,2014,"Desarrollo De Un Estabilizador De Material Particulado Con Capacidad Mejoradora De Suelos, En Base A Costras Biologicas",Claudia Ortiz Calderon,,0.0,Mineria,,
Id14I10187,2014,Colecciones De Referencia Para El Patrimonio Construido   Identificacion Microestructural De Materi Ales Y Macroestructural De Sistemas Constructivos Patrimoniales,Patricia Martinez Ramirez,,0.0,Infraestructura,,
It14I10102,2014,Desarrollo Evaluación Y Escalamiento A Nivel Pre-Industrial De Una Nueva Formulación Natural A Base De Lípidos Complejos Para El Control De Escaldado Superficial En Manzanas Y Peras De Exportación,Carolina Torres Del Campo,,0.0,Agropecuaria,,
Id14I10199,2014,Seleccion De Reproductores De Bacalao Del Atlantico (Gadus Morhua) Con Una Amplia Diversidad Genetic A Para Produccion Larvaria En Chile,Cristian Araneda Tolosa,,0.0,Pesca Y Acuicultura,,
It13I20021,2013,Desarrollo De Una Vacuna Oral Contra Circovirus Porcino En Base A Microencapsulación De Antígenos Vl Ps Con Quitosano Funcionalizado Con Propiedades Mucoadhesivas,Sergio Bucarey Vivanco,,0.0,Agropecuaria,,
Id14I10208,2014,"Desarrollo De Una Herramienta Computacional Para El Diseño Y Evaluacion De Conjuntos Urbanos Residen Ciales En Base A Criterios Urbanisticos, De Eficiencia Energetica, Ciclo De Vida Y Sostenibilidad",Luis Merino Quilodran,,0.0,Infraestructura,,
Id14I10219,2014,Desarrollo De Un Proceso De Sintesis De Policaprolactona A Partir De Ciclohexanona Combinando Dos Re Acciones Biocataliticas Mediante El Uso De Dioxido De Carbono Supercritico,Loreto Parra Atala,,0.0,Manufactura,,
Id14I10231,2014,Procedimiento Para Esterilizacion Con Calor Por Radiofrecuencia De Maderas De Pino Radiata Para Emba Lajes De Exportacion,Ruben Ananias Abuter,,0.0,Manufactura,,
Id15I10129,2015,Desarrollo De Una Terapia Experimental Alogénica Basada En Células Madre Mesenquimáticas Para El Tra Tamiento De La Mastitis Bovina.,Oscar Peralta Trocoso,,0.0,Agropecuaria,,
Id14I10236,2014,Desarrollo De Una Terapia Neurotrofica Para La Hidrocefalia Congenita Basada En El Uso De Celulas En Capsuladas De Organo Subcomisural,Maria Guerra Martin,,0.0,Salud,,
Id14I10242,2014,Desarrollo De Un Sistema De Seleccion Genomica En Hibridos De Alamo. Una Prueba De Concepto Para Pro Gramas De Mejoramiento Genetico En Chile,Francisco Zamudio Arancibia,,0.0,Forestal,,
Id14I10250,2014,Desarrollo De Productos Derivados De Lignina Para Aplicaciones En La Industria Minera,Regis Teixeira Mendonca,,0.0,Mineria,,
Id14I10274,2014,Sistema Colaborativo De Analisis Y Solucion De Problemas De Interaccion Profesor Alumno Para Formaci On Inicial Docente,Christian Labbé Barrientos,,0.0,Educacion Y Ciencias Sociales,,
Id14I10293,2014,Produccion Masiva De Larvas Y Juveniles De Bacalao De Profundidad En Sistemas De Cultivo.,Alberto Reyes Campos,,0.0,Pesca Y Acuicultura,,
Id14I10309,2014,Investigacion Y Desarrollo De Modelos Para Cuantificar Y Mitigar El Riesgo De Eventos Naturales En L A Red Vial Nacional,Marcela Chamorro Gine,,0.0,Infraestructura,,
Id14I10106,2014,Desarrollo De Una Plataforma De Fenotipeo Que Permita Bajar Costos Y Acelerar La Liberacion De Culti Vares En Los Programas De Mejoramiento Genetico,Gustavo Lobos Prats,,0.0,Agropecuaria,,
Ca13I10035,2013,Desarrollo De Una Herramienta Eficaz De Control Biológico Con Efecto Protector Elicitor Contra Infec Ciones Causadas Por Botryosphaeria Spp. En Vitis Vinifera,Jaime Montealegre Andrade,,0.0,Agropecuaria,,
Id14I10338,2014,"Estrategias De Desarrollo Profesional: Profesores De Enseñanza Basica, Habilidades Matematicas Y Cla Ses De Matematica",Patricio Felmer Aichele,,0.0,Educacion Y Ciencias Sociales,,
Id14I10343,2014,"Desarrollo De Una Tecnica De Propagacion Vegetativa Mixta De Chicorea De Mar (Chondracanthus Chamiss Oi), A Traves De Fragmentacion Y Formacion De Discos De Fijacion Secundaria.",Juan Macchiavello Armengol,,0.0,Pesca Y Acuicultura,,
It16I10006,2016,Desarrollo De Una Bioformulación Con Propiedades De Efecto Elicitor Y Promotor De Crecimiento Para E L Control De Diplodia Seriata En Vid,Jaime Montealegre Andrade,,0.0,Agropecuaria,,
Id14I10364,2014,Metodos Multiespectrales Para La Deteccion De Defectos Y Control Automatico De Calidad En La Industr Ia De La Madera,Cristhian Aguilera Carrasco,,0.0,Manufactura,,
Ca12I10039,2012,"Desarrollo De Un Prototipo De Vacuna Microencapsulada De Efecto Prolongado, Contra Antigenos De Cl. Chauvoei Y Cl. Haemolyticum, Como Modelo De Sistema De Producción De Vacunas Para El Sector Ganadero",Victor Leyan Martínez,,0.0,Agropecuaria,,
Id14I10378,2014,Reproduccion Robotizada De Elementos Estructurales Y Ornamentales De Geometria Compleja Para La Rest Auracion Y Rehabilitacion Del Patrimonio Arquitectonico Chileno En Madera.,Luis Gonzalez Bohme,,0.0,Infraestructura,,
Id14I10379,2014,Peritaje Antropologico Para La Defensa Penal En Contextos De Diversidad Cultura,Marcelo Berho Castillo,,0.0,Educacion Y Ciencias Sociales,,
Id14I10384,2014,"Litorales Dinamicos. Modelo De Simulacion De Escenarios (Mse) Para La Gestion En Areas Litorales: E Tapa 1, Laboratorio Territorial Estuario Del Rio Maullin",Lorenzo Andrade Delgado,,0.0,Educacion Y Ciencias Sociales,,
Id14I10388,2014,Desarrollo De Tecnologias Para Mejorar La Experiencia De Compra De Los Clientes En Un Ambiente Multi Canal,Marcel Goic Figueroa,,0.0,Educacion Y Ciencias Sociales,,
Id14I10435,2014,Sistematizacion De Componentes No Estructurales Para Vivienda De Emergencia,Miguel Galvez Huerta,,0.0,Infraestructura,,
Id14I10437,2014,"Desarrollo De Elastomeros Con Mejores Propiedades Mecanicas Y De Resistencia Al Desgaste Abrasivo, M Ediante Reforzamiento Y Control De La Cinetica De Vulcanizacion, Para Su Aplicacion En La Industria Minera",Alvaro Maldonado Mendoza,,0.0,Mineria,,
Ca13I10166,2013,Desarrollo De Un Proceso Para La Obtención De Juglona Desde Residuos De Industria Procesadora De Nue Z Común,Maria Zuñiga Hansen,,0.0,Agropecuaria,,
Id14I10452,2014,"Desarrollo De Un Prototipo De Celdas De Combustible De Oxido Solido Soportada Sobre Anodos Mini Tubu Lares De Ni Gdc, Como Fuente De Energia Industrialmente Viable.",Mangalaraja Ramalinga Viswanathan,,0.0,Energia Y Aguas,,
Ca13I10117,2013,Desarrollo De Un Nuevo Bactericida Para El Control De Peste Negra Del Nogal (Xanthomonas Arborícola Pv. Juglandis) A Través De La Utilización De Bacteriófagos,Jaime Romero Ormazabal,,0.0,Agropecuaria,,
Id16I10272,2016,Desarrollo De Un Kit Para La Detección Precoz Del Plateado De Los Frutales,Rene France Iglesias,,0.0,Agropecuaria,,
It14I10037,2014,Desarrollo De Un Sistema De Cultivo Hibrido De Producción De Biomasa Microalgal De Calidad .Premium. Para La Industria Acuícola Y Agrícola Utilizando Aguas Residuales En Zonas Costeras Desérticas,Claudia Sepulveda Vega,,0.0,Pesca Y Acuicultura,,
It14I10044,2014,Aprender A Leer Jugando: Diseño Y Evaluación De Actividades Lúdicas Basadas En Tabletas Digitales Pa Ra La Estimulación Del Aprendizaje Lector En Niños Y Niñas Con Síndrome De Down.,Ricardo Rosas Diaz,,0.0,Educacion Y Ciencias Sociales,,
It14I10055,2014,Desarrollo Y Optimización De Equipos Para La Combustión De Biomasa Granular Con Bajas Emisiones De Uso Domiciliario,Carlos Torres Fuchslocher,,0.0,Energia Y Aguas,,
It14I10067,2014,Paquete Tecnológico Para Producir Dha+Epa A Partir De Microalgas,Ximena Petit-Breuilh Sepulveda,,0.0,Pesca Y Acuicultura,,
It14I10086,2014,Sistema De Gestión De Riesgos Agroclimáticos Para La Adaptación A Nuevos Escenarios Climáticos,Fernando Santibañez Quezada,,0.0,Energia Y Aguas,,
It14I10099,2014,Kimgen Lab: Laboratorio Virtual De Riesgos Naturales De Chile,Fernando Peña Cortes,,0.0,Educacion Y Ciencias Sociales,,
It14I10100,2014,Development Of An Integrative Strategy For The Genetic Improvement Of The Resistance Against Salmon Rickettsial Syndrome (Piscirickettsia Salmonis) In Salmonid Species Using Molecular Information,Jose Yañez López,,0.0,Pesca Y Acuicultura,,
Ca12I10054,2012,Desarrollo De Un Fungicida Producido A Partir De Residuos De La Industria Vitivinícola Contra El Hongo Fitopatógeno Botrytis Cinerea,Milena Cotoras Tadic,,0.0,Agropecuaria,,
It14I10105,2014,Desarrollo De La Tecnología De Cultivo De Durvillaea Antarctica En Hatchery Y Evaluación De Técnicas De Repoblamiento De Juveniles En Áreas De Manejo,Alfonso Gutierrez Venegas,,0.0,Pesca Y Acuicultura,,
It14I10120,2014,Servilización Del Sistema Mafa Para Jardines Infantiles Públicos Del Territorio Nacional: Implementa Ción De Comunidades Pedagógicas Basadas En El Modelamiento Del Ambiente Físico De Aprendizaje,Cynthia Adlerstein Grimberg,,0.0,Educacion Y Ciencias Sociales,,
It14I10126,2014,Desarrollo Tecnologico En La Fijacion Y Asentamiento De Carposporas De Chondracanthus Chamissoi Un Alga Comestible Del Sur De Chile,Marcela Avila Lagos,,0.0,Pesca Y Acuicultura,,
It14I10132,2014,Empaquetando Y Transfiriendo Un Sistema De Monitoreo De Convivencia Escolar Al Programa De Sistema P Ublico Habilidades Para La Vida De Junaeb,Veronica Lopez Leiva,,0.0,Educacion Y Ciencias Sociales,,
Id15I10014,2015,Polyastax: Poliploidización Artificial Como Herramienta Biotecnológica Para Incrementar El Rendimien To De Astaxantina De La Microalga Haematococcus Pluvialis,Rene Le Feuvre Salas,,0.0,Pesca Y Acuicultura,,
Id15I10017,2015,Clases Públicas Stem Integradas,Roberto Araya Schulz,,0.0,Educacion Y Ciencias Sociales,,
Id14I10192,2014,"Desarrollo De Un Fungicida Natural Para El Control De La Pudricion Gris, Basado En Metabolitos Termo Estables Producidos Por Un Hongo Del Genero Clonostachys.",Ruben Polanco Oteíza,,0.0,Agropecuaria,,
Ca13I10282,2013,Desarrollo De Un Fitofármaco Para Control De Nematodos Gastrointestinales En Sistemas De Producción De Pequeños Rumiantes.,Carlos Luders Post,,0.0,Agropecuaria,,
Id15I10067,2015,Diseño Y Validación Inicial De Una Batería Adaptativa Informatizada Para La Evaluación De Procesos I Mplicados En La Lectura Y Comprensión De Textos.,Diana Martella -,,0.0,Educacion Y Ciencias Sociales,,
Id15I10069,2015,"Mejoramiento Del Rendimiento, Poder Espesante Y Viscosidad Del Agar Proveniente Del Alga Gracilaria Chilensis, Mediante Nuevas Aplicaciones Técnológicas Y Optimización Del Proceso De Extracción",Ninon Rojas Borquez,,0.0,Manufactura,,
Id15I10080,2015,Péptidos Autoantigénicos Presentados Por Células Dendríticas Tolerogénicas: Una Terapia Personalizad A Para Reinstruir El Sistema Inmune De Pacientes Con Artritis Reumatoide,Juan Aguillon Gutierrez,,0.0,Salud,,
Id15I10082,2015,Desarrollo De Modelos Para La Optimización De Las Zonas De Reparto De Correspondencia Y Paquetería,Eduardo Álvarez Miranda,,0.0,Educacion Y Ciencias Sociales,,
Id15I10086,2015,.Equipo De Tratamiento De Aguas Para La Remoción De Arsénico Mediante Nanomateriales Y Energía Solar (Solarsenic).,Andreina Garcia Gonzalez,,0.0,Energia Y Aguas,,
Id14I10050,2014,Desarrollo De Un Biomarcador En Sangre Como Indicador De La Funcion Metabolica Inmune En Vacas Leche Ras,Maria Hidalgo Gomez,,0.0,Agropecuaria,,
Id15I10100,2015,Desarrollo De Un Fitofarmaco Promotor De La Cicatrización En Peces,Katherina Fernández Elgueta,,0.0,Pesca Y Acuicultura,,
Id15I10104,2015,Desarrollo De Cubiertas Vegetales De Edificios Para La Mitigación De La Contaminación Atmosférica Ur Bana A Través De La Captura De Material Particulado En Clima Semiárido,Sergio Vera Araya,,0.0,Energia Y Aguas,,
Id15I10105,2015,Pigmentos Naturales De Alto Desempeño: Una Alternativa Ecológica En La Manufactura De Telas De Alta Calidad,Angela Machuca Herrera,,0.0,Manufactura,,
Id17Al0035,2017,Desarrollo De Un Biocontrolador Probiótico Para El Manejo Del Tizón Tardío De La Papa (Phytophthora Infestans),Erica Castro Inostroza,,0.0,Agropecuaria,,
Id15I10132,2015,Generación Chp A Pequeña Escala: Mejoramiento Catalítico De Los Productos De Gasificación De Biomasa,Mauricio Flores Ruiz,,0.0,Energia Y Aguas,,
Id14I10370,2014,Desarrollo De Un Aditivo Natural Basado En Corteza De Pino Para El Incremento De La Eficiencia Nutri Cional De Rumiantes,Jorge Avila Stagno,,0.0,Agropecuaria,,
Id15I10152,2015,"Tapsol: Transformación, Acumulación Y Producción De Calor Y Frío Mediante Energía Solar",Vladimir Chibizov Chibizov,,0.0,Energia Y Aguas,,
Id15I10173,2015,Desarrollo De Biofármaco Recombinante Para El Tratamiento De Tumores Sólidos,Oliberto Sanchez Ramos,,0.0,Salud,,
Id15I10178,2015,"Desarrollo De Soluciones Tecnológicas Para La Conservación, Recuperación Y Producción De Recursos Ge Néticos Requeridos Por El Sector Bovino De Leche",Lleretny Rodriguez Alvarez,,0.0,Agropecuaria,,
It14I10013,2014,Desarrollo De Pomos Intramamarios En Base A Aloe Barbadensis Miller Y Antibióticos De Uso Común En T Erapia De Mastitis Clínica Bovina Que Permitan Disminuir Las Dosis Los Períodos De Resguardo Y El Desarrollo De Resistencia Bacteriana A Estos Fármacos,Betty San Martin Nuñez,,0.0,Agropecuaria,,
Id15I10211,2015,Desarrollo De Un Adsorbente Híbrido Para La Remoción Selectiva De Arsénico,Bruno Urbano Cantillana,,0.0,Energia Y Aguas,,
Id15I10234,2015,Obtención De Un Nanorefuerzo A Partir De Una Arcilla Natural Para Su Aplicación En Reforzamiento De Compuestos De Caucho,Juan Quijada Abarca,,0.0,Manufactura,,
Id15I10235,2015,Desarrollo Y Diseño De Mezclas Asfálticas De Mayor Eficiencia Energética Y Bajo Impacto Ambiental,Gonzalo Valdes Vidal,,0.0,Infraestructura,,
Id15I10247,2015,"Desarrollo De Catalizadores De Bajo Costo A Partir De Residuos Industriales Para La Producción De Ga S Natural Sintético,Sng.",Ximena Garcia Carmona,,0.0,Energia Y Aguas,,
Id15I10254,2015,Hipovirulencia: Biotecnología Para El Control Del Cancro Revirado Del Pino (Neonectria Fuckeliana) E N Plantaciones De Pinus Radiata.,Priscila Moraga Suazo,,0.0,Forestal,,
Id15I10264,2015,Desarrollo De Habilidades Digitales A Través De Un Sistema De Diseño Y Gestión De Tareas Escolares B Asadas En La Resolución De Problemas De Información Y Comunicación En Internet Para Docentes .,Juan Hinostroza Scheel,,0.0,Educacion Y Ciencias Sociales,,
Id15I10271,2015,"Investigación Y Desarrollo De Marcadores Moleculares Para La Gestión Sustentable De Las Pesquerías D El Recurso Almeja Venus Antiqua, Mediante Estimación Del Tamaño Efectivo Poblacional Y El Diagnóstic De La Estructura Poblacional",Marcela Astorga Opazo,,0.0,Pesca Y Acuicultura,,
Id15I10277,2015,Desarrollo De Un Modelo De Atención Para Personas Con Hipertensión Arterial Y Diabetes Tipo Ii Basad O En Gestión Del Cuidado Según Ajuste De Riesgo,Fernando Poblete Arrue,,0.0,Salud,,
Id15I10284,2015,Radiología Cuantitativa: Reportes Cuantitativos De Grasa Abdominal Total,Sergio Uribe Arancibia,,0.0,Salud,,
Id15I10285,2015,Novedosa Estrategia Farmacológica Para Prevenir El Daño Por Reperfusión En La Angioplastia Coronaria Aplicada Al Infarto Agudo De Miocardio,Ramon Rodrigo Salinas,,0.0,Salud,,
Id15I10291,2015,Nueva Tecnología Para Aumentar La Recuperación De Agua En Plantas Concentradoras De Minerales De Cob Re,Fernando Betancourt Cerda,,0.0,Mineria,,
Id15I10312,2015,Desarrollo De Materiales Nano Piezoeléctricos Para La Generación De Energía Eléctrica Renovable No C Onvencional (Ernc) A Partir De Vibraciones Mecánicas Disponibles En El Medioambiente,Venkata Surya Ramam Koduri,,0.0,Energia Y Aguas,,
Id15I10313,2015,"Desarrollo De Algoritmos De Agrupamiento Socio-Espacial Para Develar Dinámicas Urbanas A Partir De D Atos En Tiempo Cuasi-Real No-Convencionales En La Planificación, Gestión Y Monitoreo De La Ciudad",Horacio Samaniego Salinas,,0.0,Educacion Y Ciencias Sociales,,
Id15I10320,2015,Determinación De Factores Que Inducen La Maduración En Reproductores De Las Algas Rojas Chondracanth Us Chamissoi Y Callophyllis Variegata: Suministro Controlado De Esporas Para El Cultivo Comercial,Cristian Bulboa Contador,,0.0,Pesca Y Acuicultura,,
Id15I10321,2015,Desarrollo De Celdas Solares De Capa Fina De Última Generación Basadas En Semiconductores Dopados Co N Carbono,Juan Matos Lale,,0.0,Energia Y Aguas,,
Id15I10324,2015,Optimización De Curva De Potencia De Turbinas Eólicas De Baja Potencia Basado En Un Sistema Mecatron Ico De Control De Pitch,Renato Hunter Alarcon,,0.0,Energia Y Aguas,,
